"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 15 14:17:42 GMT 2023","Sat Apr 15 14:17:51 GMT 2023","8859","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateImage","Translate from Image",""
"passed","Sat Apr 15 14:18:41 GMT 2023","Sat Apr 15 14:18:54 GMT 2023","12908","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateText","testTranslateText",""
"passed","Sat Apr 15 14:18:26 GMT 2023","Sat Apr 15 14:18:39 GMT 2023","12943","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateText","testTranslateText",""
"passed","Sat Apr 15 14:18:12 GMT 2023","Sat Apr 15 14:18:25 GMT 2023","12994","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateText","testTranslateText",""
"passed","Sat Apr 15 14:17:53 GMT 2023","Sat Apr 15 14:18:09 GMT 2023","15935","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateSite","Translate Site",""
"passed","Sat Apr 15 14:18:56 GMT 2023","Sat Apr 15 14:19:09 GMT 2023","13137","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testTranslateText","testTranslateText",""
"passed","Sat Apr 15 14:17:12 GMT 2023","Sat Apr 15 14:17:40 GMT 2023","27854","Surefire suite","Surefire test","com.chegg.web.tests.GoogleTranslateTest","com.chegg.web.tests.GoogleTranslateTest","testHandwrite","Translate handwritten text",""
